1, 95, 16, 3
1, 95, 16, 255
2, 95, 16, 3
2, 95, 16, 255
3, 95, 16, 3
3, 95, 16, 255
4, 95, 16, 3
4, 95, 16, 255
0, 94, 16, 3
0, 94, 16, 255
0, 93, 16, 3
0, 93, 16, 255
0, 92, 16, 3
0, 92, 16, 255
1, 91, 16, 3
1, 91, 16, 255
2, 91, 16, 3
2, 91, 16, 255
3, 91, 16, 3
3, 91, 16, 255
4, 91, 16, 3
4, 91, 16, 255
7, 95, 16, 3
7, 95, 16, 255
8, 95, 16, 3
8, 95, 16, 255
9, 95, 16, 3
9, 95, 16, 255
6, 94, 16, 3
6, 94, 16, 255
10, 94, 16, 3
10, 94, 16, 255
6, 93, 16, 3
6, 93, 16, 255
10, 93, 16, 3
10, 93, 16, 255
6, 92, 16, 3
6, 92, 16, 255
10, 92, 16, 3
10, 92, 16, 255
7, 91, 16, 3
7, 91, 16, 255
8, 91, 16, 3
8, 91, 16, 255
9, 91, 16, 3
9, 91, 16, 255
12, 95, 16, 3
12, 95, 16, 255
15, 95, 16, 3
15, 95, 16, 255
12, 94, 16, 3
12, 94, 16, 255
14, 94, 16, 3
14, 94, 16, 255
12, 93, 16, 3
12, 93, 16, 255
13, 93, 16, 3
13, 93, 16, 255
12, 92, 16, 3
12, 92, 16, 255
12, 91, 16, 3
12, 91, 16, 255
18, 95, 16, 3
18, 95, 16, 255
19, 95, 16, 3
19, 95, 16, 255
20, 95, 16, 3
20, 95, 16, 255
21, 95, 16, 3
21, 95, 16, 255
17, 94, 16, 3
17, 94, 16, 255
17, 93, 16, 3
17, 93, 16, 255
17, 92, 16, 3
17, 92, 16, 255
18, 91, 16, 3
18, 91, 16, 255
19, 91, 16, 3
19, 91, 16, 255
20, 91, 16, 3
20, 91, 16, 255
21, 91, 16, 3
21, 91, 16, 255
24, 97, 16, 3
24, 97, 16, 255
24, 96, 16, 3
24, 96, 16, 255
23, 95, 16, 3
23, 95, 16, 255
24, 95, 16, 3
24, 95, 16, 255
25, 95, 16, 3
25, 95, 16, 255
24, 94, 16, 3
24, 94, 16, 255
24, 93, 16, 3
24, 93, 16, 255
24, 92, 16, 3
24, 92, 16, 255
24, 91, 16, 3
24, 91, 16, 255
25, 91, 16, 3
25, 91, 16, 255
28, 97, 16, 3
28, 97, 16, 255
29, 97, 16, 3
29, 97, 16, 255
28, 96, 16, 3
28, 96, 16, 255
27, 95, 16, 3
27, 95, 16, 255
28, 95, 16, 3
28, 95, 16, 255
29, 95, 16, 3
29, 95, 16, 255
28, 94, 16, 3
28, 94, 16, 255
28, 93, 16, 3
28, 93, 16, 255
28, 92, 16, 3
28, 92, 16, 255
28, 91, 16, 3
28, 91, 16, 255
33, 98, 16, 3
33, 98, 16, 255
34, 98, 16, 3
34, 98, 16, 255
32, 97, 16, 3
32, 97, 16, 255
32, 96, 16, 3
32, 96, 16, 255
31, 95, 16, 3
31, 95, 16, 255
32, 95, 16, 3
32, 95, 16, 255
31, 94, 16, 3
31, 94, 16, 255
32, 94, 16, 3
32, 94, 16, 255
32, 93, 16, 3
32, 93, 16, 255
32, 92, 16, 3
32, 92, 16, 255
33, 91, 16, 3
33, 91, 16, 255
34, 91, 16, 3
34, 91, 16, 255
37, 97, 16, 3
37, 97, 16, 255
38, 97, 16, 3
38, 97, 16, 255
39, 97, 16, 3
39, 97, 16, 255
36, 96, 16, 3
36, 96, 16, 255
40, 96, 16, 3
40, 96, 16, 255
36, 95, 16, 3
36, 95, 16, 255
40, 95, 16, 3
40, 95, 16, 255
36, 94, 16, 3
36, 94, 16, 255
38, 94, 16, 3
38, 94, 16, 255
40, 94, 16, 3
40, 94, 16, 255
36, 93, 16, 3
36, 93, 16, 255
40, 93, 16, 3
40, 93, 16, 255
36, 92, 16, 3
36, 92, 16, 255
40, 92, 16, 3
40, 92, 16, 255
37, 91, 16, 3
37, 91, 16, 255
38, 91, 16, 3
38, 91, 16, 255
39, 91, 16, 3
39, 91, 16, 255
42, 95, 16, 3
42, 95, 16, 255
46, 95, 16, 3
46, 95, 16, 255
42, 94, 16, 3
42, 94, 16, 255
46, 94, 16, 3
46, 94, 16, 255
42, 93, 16, 3
42, 93, 16, 255
46, 93, 16, 3
46, 93, 16, 255
43, 92, 16, 3
43, 92, 16, 255
45, 92, 16, 3
45, 92, 16, 255
44, 91, 16, 3
44, 91, 16, 255
49, 97, 16, 3
49, 97, 16, 255
50, 97, 16, 3
50, 97, 16, 255
51, 97, 16, 3
51, 97, 16, 255
48, 96, 16, 3
48, 96, 16, 255
52, 96, 16, 3
52, 96, 16, 255
52, 95, 16, 3
52, 95, 16, 255
50, 94, 16, 3
50, 94, 16, 255
51, 94, 16, 3
51, 94, 16, 255
52, 93, 16, 3
52, 93, 16, 255
48, 92, 16, 3
48, 92, 16, 255
52, 92, 16, 3
52, 92, 16, 255
49, 91, 16, 3
49, 91, 16, 255
50, 91, 16, 3
50, 91, 16, 255
51, 91, 16, 3
51, 91, 16, 255
54, 95, 16, 3
54, 95, 16, 255
57, 95, 16, 3
57, 95, 16, 255
54, 94, 16, 3
54, 94, 16, 255
56, 94, 16, 3
56, 94, 16, 255
54, 93, 16, 3
54, 93, 16, 255
55, 93, 16, 3
55, 93, 16, 255
54, 92, 16, 3
54, 92, 16, 255
54, 91, 16, 3
54, 91, 16, 255
59, 95, 16, 3
59, 95, 16, 255
65, 95, 16, 3
65, 95, 16, 255
59, 94, 16, 3
59, 94, 16, 255
62, 94, 16, 3
62, 94, 16, 255
65, 94, 16, 3
65, 94, 16, 255
59, 93, 16, 3
59, 93, 16, 255
62, 93, 16, 3
62, 93, 16, 255
65, 93, 16, 3
65, 93, 16, 255
59, 92, 16, 3
59, 92, 16, 255
61, 92, 16, 3
61, 92, 16, 255
63, 92, 16, 3
63, 92, 16, 255
65, 92, 16, 3
65, 92, 16, 255
60, 91, 16, 3
60, 91, 16, 255
64, 91, 16, 3
64, 91, 16, 255
67, 95, 16, 3
67, 95, 16, 255
70, 95, 16, 3
70, 95, 16, 255
67, 94, 16, 3
67, 94, 16, 255
69, 94, 16, 3
69, 94, 16, 255
67, 93, 16, 3
67, 93, 16, 255
68, 93, 16, 3
68, 93, 16, 255
67, 92, 16, 3
67, 92, 16, 255
67, 91, 16, 3
67, 91, 16, 255
72, 97, 16, 3
72, 97, 16, 255
73, 97, 16, 3
73, 97, 16, 255
74, 97, 16, 3
74, 97, 16, 255
74, 96, 16, 3
74, 96, 16, 255
74, 95, 16, 3
74, 95, 16, 255
74, 94, 16, 3
74, 94, 16, 255
74, 93, 16, 3
74, 93, 16, 255
74, 92, 16, 3
74, 92, 16, 255
72, 91, 16, 3
72, 91, 16, 255
73, 91, 16, 3
73, 91, 16, 255
74, 91, 16, 3
74, 91, 16, 255
75, 91, 16, 3
75, 91, 16, 255
76, 91, 16, 3
76, 91, 16, 255
79, 97, 16, 3
79, 97, 16, 255
79, 96, 16, 3
79, 96, 16, 255
78, 95, 16, 3
78, 95, 16, 255
79, 95, 16, 3
79, 95, 16, 255
80, 95, 16, 3
